0.8981 0.3923 0.1857 0.3060 0.6329 0.4189 0.7444 0.2536 0.0955 0.1518 0.8717 0.9369 0.8084 0.5599 0.0804 0.1890 0.1647 0.3242 0.7638 0.0332 0.6670 0.8712 0.1393 0.8237 0.5682 0.4618 0.1160 0.9099 0.4207 0.0215 0.8468 0.7268 0.5035 0.1532 0.7748 0.4884
0.7639 0.5190 0.1213 0.6108 0.4751 0.2094 0.7570 0.0248 0.7890 0.4513 0.2605 0.2046 0.8505 0.4383 0.1436 0.5989 0.5006 0.1754 0.9648 0.3244 0.7668 0.8185 0.5713 0.1609 0.1964 0.2689 0.7845 0.9326 0.9431 0.8114 0.0871 0.2800 0.6637 0.2863 0.8354 0.8150
0.8449 0.9814 0.7117 0.6792 0.2706 0.2301 0.3474 0.3097 0.5576 0.4640 0.2635 0.6535 0.6364 0.4422 0.9739 0.1312 0.4323 0.2542 0.1760 0.7311 0.9907 0.4120 0.5917 0.5576 0.0677 0.9002 0.7079 0.4432 0.4019 0.9795 0.6888 0.5133 0.2249 0.8219 0.1165 0.2728
0.7227 0.7996 0.5765 0.4530 0.0128 0.2421 0.7056 0.2174 0.5702 0.6517 0.4540 0.2831 0.8423 0.2620 0.5633 0.1252 0.7865 0.4353 0.3201 0.3129 0.3520 0.4320 0.4262 0.3258 0.8734 0.7141 0.9326 0.0260 0.6937 0.9871 0.6114 0.0486 0.5793 0.1451 0.1756 0.0429
0.9205 0.7536 0.5069 0.2871 0.8226 0.9990 0.7445 0.2441 0.0580 0.3231 0.6262 0.0855 0.3199 0.3547 0.0459 0.3666 0.1507 0.6608 0.4962 0.8268 0.1314 0.0007 0.0816 0.0828 0.5962 0.7101 0.3319 0.7247 0.0695 0.8836 0.4252 0.7927 0.6414 0.0545 0.0846 0.6318
0.4028 0.6274 0.7629 0.4697 0.3679 0.9121 0.2794 0.0612 0.7688 0.5199 0.5459 0.3188 0.5697 0.2774 0.2289 0.4304 0.9235 0.1734 0.6204 0.7744 0.9568 0.3622 0.0620 0.3278 0.1572 0.5997 0.2763 0.3995 0.0506 0.0758 0.2938 0.3512 0.0509 0.7451 0.2748 0.1796
0.5719 0.8870 0.2073 0.8413 0.9735 0.7864 0.9237 0.0343 0.4439 0.9942 0.5497 0.2097 0.0640 0.2129 0.2810 0.3828 0.0767 0.3488 0.7210 0.6902 0.9631 0.9238 0.5199 0.3863 0.6760 0.3205 0.8666 0.6668 0.1315 0.3175 0.5996 0.5520 0.3933 0.6251 0.0462 0.1217
0.2759 0.3413 0.0808 0.6608 0.6016 0.7065 0.1603 0.2666 0.5707 0.1804 0.4960 0.2456 0.3085 0.5504 0.0464 0.0851 0.8570 0.7291 0.9134 0.9810 0.8839 0.1391 0.6452 0.7977 0.0199 0.1410 0.4436 0.9058 0.1925 0.0708 0.0620 0.4055 0.6879 0.4242 0.7940 0.1164
0.5065 0.5044 0.7319 0.9092 0.8258 0.3251 0.4442 0.5311 0.7273 0.3843 0.0862 0.1123 0.7493 0.8061 0.2793 0.7725 0.4664 0.8806 0.8321 0.1910 0.3722 0.5923 0.8142 0.5395 0.2329 0.0000 0.9276 0.4928 0.9307 0.8346 0.5577 0.0638 0.2267 0.6267 0.3650 0.8696
0.9417 0.6601 0.3435 0.8999 0.9748 0.8524 0.0192 0.0457 0.9203 0.5856 0.5293 0.5712 0.3081 0.3184 0.9537 0.6356 0.1647 0.5307 0.3365 0.2039 0.5829 0.8478 0.6467 0.2698 0.8420 0.8378 0.4094 0.2953 0.9846 0.0149 0.2254 0.4660 0.8025 0.7193 0.6125 0.4979
0.4498 0.4497 0.0718 0.4225 0.5129 0.4122 0.8720 0.5496 0.4059 0.5736 0.5414 0.5522 0.3520 0.9899 0.8951 0.0912 0.1419 0.6454 0.5037 0.7189 0.3097 0.6913 0.1402 0.8223 0.3766 0.3910 0.0688 0.7374 0.0053 0.7254 0.3292 0.5093 0.2557 0.6268 0.5653 0.3751
0.5250 0.9177 0.8450 0.7954 0.5407 0.3180 0.3721 0.8402 0.3307 0.0825 0.5377 0.1024 0.8105 0.4809 0.2430 0.8765 0.9235 0.9503 0.7757 0.0251 0.9571 0.5214 0.3487 0.0691 0.6387 0.2500 0.3531 0.2189 0.6414 0.8445 0.9785 0.7148 0.7248 0.2467 0.1024 0.0553
0.5375 0.2599 0.5987 0.5803 0.7395 0.0463 0.0945 0.1389 0.5741 0.3616 0.2945 0.3125 0.2441 0.4913 0.5722 0.6785 0.7562 0.3225 0.2322 0.8054 0.8792 0.1308 0.9155 0.7671 0.6995 0.9589 0.2647 0.2479 0.1972 0.5777 0.8794 0.1443 0.3299 0.9800 0.4349 0.0737
0.2133 0.0495 0.6671 0.5563 0.0724 0.3265 0.3496 0.4224 0.3402 0.0921 0.6483 0.6987 0.4848 0.1095 0.1201 0.2592 0.6224 0.8539 0.2485 0.2806 0.4100 0.7212 0.3548 0.3739 0.4629 0.2239 0.2510 0.2534 0.6389 0.9227 0.8703 0.8692 0.6031 0.9080 0.7246 0.0741
0.3990 0.5702 0.9137 0.3033 0.4070 0.7667 0.6494 0.3596 0.8884 0.6461 0.3146 0.2216 0.6986 0.3210 0.4616 0.3357 0.6108 0.3918 0.9678 0.8979 0.0956 0.4767 0.7077 0.6238 0.3030 0.4424 0.2160 0.7124 0.9118 0.8740 0.9281 0.9271 0.4062 0.5239 0.4556 0.5356
0.1652 0.3771 0.1193 0.7205 0.1086 0.2580 0.3618 0.9965 0.7197 0.0332 0.9097 0.9920 0.1718 0.0813 0.8363 0.6042 0.0461 0.1776 0.6681 0.1115 0.1173 0.2764 0.3220 0.7743 0.3308 0.9787 0.2948 0.9521 0.3885 0.5873 0.8906 0.8935 0.8773 0.5432 0.0322 0.1856
0.4106 0.7307 0.4141 0.9067 0.3841 0.2120 0.2590 0.1846 0.1791 0.7830 0.6322 0.7489 0.6972 0.7821 0.1525 0.3937 0.5455 0.7076 0.0589 0.5462 0.2298 0.2868 0.0442 0.2729 0.4378 0.4406 0.2612 0.5858 0.8094 0.9243 0.6480 0.5760 0.5855 0.8950 0.6776 0.2053
0.1812 0.4737 0.4202 0.2731 0.2853 0.5845 0.9265 0.5183 0.8564 0.3761 0.8201 0.4642 0.2356 0.4874 0.4624 0.9970 0.3068 0.3215 0.5576 0.3709 0.2098 0.0922 0.3862 0.2720 0.9228 0.5374 0.6689 0.9715 0.0651 0.5116 0.3730 0.0707 0.5072 0.6108 0.3669 0.2578
0.6573 0.6878 0.9198 0.6684 0.4711 0.7148 0.4558 0.8270 0.3716 0.2402 0.1535 0.5386 0.0158 0.2399 0.6958 0.0942 0.3649 0.5260 0.5304 0.0489 0.3659 0.9734 0.6144 0.4244 0.7725 0.0652 0.0640 0.1758 0.5968 0.4059 0.5223 0.9462 0.3508 0.1241 0.5966 0.0501
0.6303 0.7624 0.1095 0.1855 0.6330 0.1328 0.1528 0.3249 0.2734 0.8350 0.0747 0.4899 0.8781 0.0070 0.2390 0.6338 0.4813 0.5214 0.1491 0.4422 0.4552 0.7694 0.4181 0.3508 0.3563 0.5276 0.5371 0.6448 0.7903 0.1399 0.4901 0.5952 0.4436 0.7136 0.8695 0.8138
0.6671 0.5191 0.0999 0.7684 0.3010 0.0635 0.5785 0.8730 0.9450 0.9738 0.3173 0.7989 0.6831 0.8053 0.5320 0.0937 0.0047 0.2446 0.0187 0.6427 0.3349 0.5962 0.3327 0.5170 0.6093 0.3136 0.5956 0.4655 0.7734 0.6929 0.2537 0.5177 0.2215 0.1739 0.5652 0.2082
0.7684 0.3014 0.2025 0.3036 0.7133 0.7246 0.5708 0.2414 0.7321 0.1681 0.1974 0.8854 0.5575 0.8416 0.3709 0.6750 0.9323 0.2788 0.6179 0.4675 0.1169 0.1796 0.4600 0.2294 0.3504 0.6740 0.6569 0.2910 0.4319 0.2165 0.3526 0.5894 0.0976 0.5635 0.8988 0.5086
0.7884 0.7406 0.2009 0.2251 0.5852 0.5785 0.3377 0.8971 0.5376 0.0078 0.3234 0.9004 0.2450 0.6143 0.1967 0.0386 0.6602 0.5349 0.8170 0.8093 0.1950 0.9361 0.6471 0.2142 0.4601 0.5820 0.4627 0.8874 0.3993 0.4707 0.7226 0.7853 0.0286 0.1561 0.4056 0.5308
0.9513 0.2084 0.7220 0.8445 0.4906 0.7841 0.3147 0.6576 0.9419 0.6495 0.2036 0.2689 0.8922 0.1618 0.4258 0.8582 0.7145 0.6484 0.3505 0.2404 0.9388 0.6961 0.1145 0.0919 0.5395 0.2881 0.8754 0.0761 0.7530 0.5487 0.1414 0.9778 0.2501 0.8900 0.9259 0.4074
0.3486 0.2436 0.7292 0.7912 0.5318 0.0462 0.4516 0.4721 0.5883 0.6564 0.8524 0.2823 0.9617 0.0666 0.0174 0.6416 0.8135 0.7645 0.3231 0.6481 0.0663 0.6977 0.7712 0.8796 0.7572 0.2194 0.8555 0.9822 0.5314 0.6061 0.8169 0.8662 0.4095 0.0173 0.9850 0.3136
0.4613 0.7999 0.6156 0.1566 0.4396 0.2434 0.7584 0.0951 0.4058 0.0497 0.7289 0.5460 0.2425 0.4251 0.9771 0.8108 0.6519 0.2441 0.6895 0.5221 0.0455 0.8737 0.4180 0.6933 0.9605 0.4475 0.8157 0.9384 0.5340 0.7057 0.2997 0.3118 0.1008 0.1822 0.5529 0.4008
0.0063 0.3009 0.8887 0.6804 0.4859 0.2047 0.7025 0.8202 0.2449 0.1723 0.1213 0.5148 0.9973 0.2372 0.2618 0.2798 0.9207 0.4680 0.0085 0.1966 0.8290 0.1512 0.7497 0.4172 0.1227 0.0518 0.1088 0.9159 0.8216 0.7712 0.4137 0.5906 0.9313 0.5313 0.0740 0.1865
0.1549 0.0849 0.4080 0.4941 0.5694 0.9843 0.5286 0.2715 0.7981 0.5296 0.6046 0.4266 0.5695 0.7626 0.0009 0.9849 0.3241 0.0910 0.7198 0.9039 0.2079 0.7664 0.4502 0.5355 0.4369 0.2438 0.5927 0.6059 0.0993 0.0949 0.5062 0.5164 0.7930 0.1464 0.6540 0.6105
0.4454 0.4792 0.5120 0.7214 0.5898 0.3178 0.9174 0.5468 0.9728 0.4569 0.5561 0.0365 0.5746 0.3238 0.2627 0.6004 0.1748 0.4490 0.9799 0.0791 0.3854 0.3986 0.4022 0.7338 0.2929 0.8765 0.4044 0.8296 0.3010 0.4848 0.0453 0.3512 0.0435 0.7126 0.3755 0.1508
0.5351 0.8784 0.7727 0.2202 0.6358 0.5292 0.5744 0.3864 0.2436 0.3023 0.6215 0.0265 0.8540 0.6978 0.3418 0.8053 0.3824 0.7281 0.3398 0.4271 0.9044 0.8382 0.6115 0.9558 0.7540 0.5860 0.5508 0.2460 0.2188 0.3953 0.9792 0.5496 0.4163 0.5101 0.5782 0.5082
0.4803 0.3231 0.3839 0.4328 0.1554 0.6980 0.2964 0.0351 0.2799 0.9722 0.9423 0.7132 0.6244 0.1595 0.9688 0.2983 0.3582 0.1143 0.9393 0.4205 0.7509 0.4544 0.8440 0.7101 0.3466 0.5593 0.3330 0.4387 0.2828 0.8715 0.1442 0.9173 0.5064 0.8154 0.2470 0.2116
0.1033 0.9054 0.5845 0.2164 0.5783 0.1900 0.0646 0.7566 0.6367 0.8980 0.4410 0.3381 0.6416 0.9187 0.4927 0.1928 0.3798 0.3447 0.6417 0.9437 0.7942 0.9261 0.3170 0.7910 0.4066 0.7122 0.3534 0.7169 0.7473 0.3589 0.5582 0.9845 0.4386 0.5182 0.3772 0.9726
0.0034 0.3851 0.4241 0.6847 0.1417 0.4182 0.6552 0.6743 0.2448 0.1024 0.1105 0.3327 0.6394 0.0624 0.7034 0.1831 0.1649 0.9372 0.6362 0.6687 0.5851 0.3534 0.0538 0.0036 0.4649 0.2134 0.3626 0.1053 0.8408 0.5096 0.9230 0.5513 0.8454 0.3468 0.1391 0.5523
0.4988 0.5123 0.9230 0.2790 0.8750 0.4309 0.3888 0.0715 0.4103 0.2932 0.1502 0.2312 0.1935 0.4074 0.5667 0.3802 0.2529 0.7537 0.3354 0.2286 0.0406 0.7554 0.3707 0.6022 0.3643 0.3824 0.9425 0.0819 0.3928 0.3251 0.6845 0.4070 0.3682 0.3244 0.0503 0.6646
0.5026 0.9801 0.8150 0.0357 0.7051 0.5226 0.4298 0.0332 0.8016 0.8721 0.9354 0.8955 0.0865 0.2474 0.2108 0.8914 0.4807 0.8319 0.8410 0.9235 0.8259 0.0571 0.9284 0.6126 0.3182 0.9823 0.9898 0.5311 0.4540 0.5915 0.2801 0.2601 0.8495 0.0261 0.3091 0.5804
0.0394 0.7078 0.6961 0.0243 0.9390 0.8830 0.3747 0.3702 0.6510 0.5136 0.5023 0.5688 0.0798 0.3466 0.7766 0.6018 0.7991 0.6006 0.0561 0.2062 0.0020 0.0461 0.7225 0.1025 0.9805 0.8320 0.7556 0.9842 0.8221 0.7626 0.6261 0.1596 0.8528 0.2684 0.2307 0.6098
0.8780 0.2832 0.6268 0.9781 0.9460 0.1651 0.3294 0.3941 0.9496 0.0900 0.9418 0.6331 0.9517 0.5812 0.3872 0.9361 0.7528 0.1324 0.6310 0.4184 0.4614 0.9599 0.8430 0.9028 0.4912 0.8245 0.4075 0.9279 0.5785 0.6261 0.7516 0.2260 0.7224 0.2423 0.3650 0.5646
0.8087 0.3105 0.0410 0.3138 0.7398 0.0130 0.7866 0.9298 0.2544 0.0365 0.9420 0.1492 0.0350 0.1803 0.1040 0.7920 0.5320 0.5636 0.1369 0.0317 0.0194 0.3253 0.8928 0.1266 0.9719 0.6116 0.7723 0.5203 0.5502 0.9858 0.7080 0.9264 0.7097 0.9096 0.1040 0.1816
0.8515 0.0976 0.8319 0.9683 0.8257 0.8086 0.7796 0.6531 0.7956 0.0529 0.5562 0.5808 0.6802 0.6040 0.2690 0.7089 0.6329 0.4609 0.8377 0.2831 0.7326 0.5491 0.8984 0.0380 0.8810 0.3166 0.9940 0.4041 0.6686 0.5866 0.5717 0.3715 0.9443 0.7470 0.7218 0.4106
0.1002 0.0977 0.9045 0.4928 0.7740 0.1012 0.4767 0.0544 0.3038 0.4124 0.4143 0.1732 0.8580 0.2784 0.6569 0.8729 0.0656 0.6436 0.2399 0.0052 0.0657 0.9404 0.2386 0.9890 0.1987 0.3591 0.6507 0.1596 0.5673 0.9201 0.1267 0.5143 0.0979 0.6599 0.3877 0.3976
0.1712 0.3638 0.6638 0.8104 0.4376 0.6306 0.6877 0.2809 0.8822 0.2133 0.4176 0.0154 0.8176 0.8663 0.4118 0.4215 0.1714 0.8122 0.6033 0.9412 0.1496 0.9751 0.2767 0.8193 0.2359 0.6576 0.4274 0.8996 0.8239 0.9561 0.2362 0.8097 0.3111 0.1546 0.3243 0.8901
0.5705 0.7874 0.4151 0.4516 0.7139 0.0031 0.3466 0.8628 0.6080 0.3300 0.7249 0.9940 0.1629 0.7180 0.4322 0.3410 0.1553 0.4271 0.9905 0.2087 0.5900 0.9516 0.1489 0.1574 0.2312 0.0940 0.3573 0.6683 0.3193 0.8367 0.5698 0.4040 0.8844 0.7022 0.3494 0.0368
0.6490 0.8435 0.9583 0.5278 0.0469 0.7206 0.1766 0.4047 0.6414 0.6267 0.4368 0.7582 0.2620 0.9643 0.5240 0.1987 0.9659 0.3778 0.1223 0.6250 0.2023 0.5212 0.3538 0.6403 0.7782 0.6852 0.3822 0.6387 0.7842 0.3639 0.9124 0.7721 0.1716 0.4361 0.6004 0.5332
0.9757 0.2036 0.8490 0.3120 0.3965 0.3947 0.6949 0.7532 0.1559 0.9001 0.1538 0.0824 0.2541 0.0894 0.1276 0.6800 0.7874 0.3304 0.0218 0.2698 0.7517 0.2808 0.8919 0.5649 0.4480 0.8835 0.8195 0.4958 0.1414 0.9296 0.8930 0.0175 0.9017 0.8482 0.9142 0.6056
0.0036 0.6799 0.3559 0.3272 0.1023 0.6352 0.7065 0.0411 0.0152 0.0932 0.1232 0.8427 0.0600 0.7948 0.6300 0.9454 0.4963 0.9544 0.7034 0.0838 0.4806 0.0495 0.7992 0.5922 0.5562 0.3803 0.2297 0.4058 0.1293 0.5434 0.6768 0.0129 0.5521 0.1039 0.3135 0.9496
0.8344 0.3819 0.2199 0.8613 0.5708 0.5273 0.1824 0.5349 0.6769 0.6490 0.2914 0.6673 0.6321 0.1660 0.4331 0.3730 0.6042 0.8801 0.7138 0.7963 0.2939 0.9738 0.6155 0.3560 0.2682 0.0023 0.0498 0.1463 0.4597 0.8893 0.1003 0.4444 0.7246 0.2326 0.3195 0.7258
0.4682 0.4674 0.2972 0.2041 0.5575 0.9608 0.2110 0.3091 0.9447 0.5989 0.6420 0.4368 0.1481 0.6825 0.2228 0.7094 0.7491 0.4968 0.1502 0.9812 0.9746 0.3143 0.3241 0.4169 0.4654 0.0141 0.8876 0.0402 0.0503 0.3350 0.4000 0.5352 0.9341 0.0513 0.3114 0.5691
0.7799 0.5057 0.6765 0.7060 0.5499 0.8320 0.1827 0.2191 0.3363 0.8980 0.6336 0.6981 0.2627 0.7024 0.2346 0.9889 0.8542 0.2775 0.7378 0.8916 0.4096 0.0454 0.3678 0.7988 0.7607 0.1379 0.5428 0.5798 0.7663 0.9032 0.4008 0.5744 0.1801 0.2147 0.9551 0.5326
0.7908 0.4455 0.9806 0.9418 0.5729 0.6683 0.0573 0.5075 0.6465 0.5102 0.6461 0.1708 0.5615 0.7907 0.5051 0.4507 0.1711 0.9489 0.4743 0.7298 0.9212 0.7742 0.6055 0.6873 0.9765 0.5902 0.0941 0.1454 0.8459 0.9461 0.6779 0.8902 0.3784 0.7137 0.3868 0.5080
0.4290 0.6724 0.7665 0.9566 0.7218 0.9233 0.6643 0.8991 0.4982 0.1700 0.8735 0.0338 0.8929 0.7867 0.0555 0.0178 0.7162 0.8111 0.2164 0.3493 0.6504 0.5087 0.2428 0.3270 0.6128 0.0329 0.0051 0.8202 0.9876 0.6540 0.6731 0.1991 0.4005 0.5258 0.5324 0.9850
0.2093 0.8898 0.5145 0.4704 0.6625 0.5950 0.5312 0.3081 0.7128 0.1224 0.7832 0.0306 0.0760 0.4544 0.1146 0.4795 0.2003 0.5699 0.8891 0.3867 0.8827 0.2760 0.3574 0.0873 0.3716 0.0627 0.8702 0.8695 0.6719 0.8374 0.4838 0.5160 0.6938 0.3140 0.4269 0.1017
0.4296 0.7649 0.3419 0.5001 0.5899 0.2285 0.1366 0.2948 0.3897 0.7163 0.7038 0.1740 0.4810 0.7370 0.8276 0.6764 0.2757 0.6153 0.2534 0.7547 0.6432 0.8369 0.4738 0.0520 0.9172 0.0281 0.5780 0.7678 0.8306 0.5547 0.4216 0.3934 0.6551 0.3841 0.5102 0.0507
0.0040 0.8596 0.4668 0.8801 0.2972 0.3222 0.5299 0.2555 0.9441 0.2653 0.7198 0.1942 0.3673 0.9699 0.2063 0.9093 0.7003 0.2798 0.9903 0.4011 0.9982 0.3008 0.9902 0.9226 0.4691 0.4398 0.8401 0.2858 0.7342 0.7601 0.4241 0.5769 0.0425 0.8401 0.8574 0.6884
0.6738 0.0533 0.8269 0.9001 0.5536 0.0233 0.9339 0.2142 0.7617 0.1700 0.0548 0.9352 0.8163 0.7273 0.9170 0.9853 0.4538 0.7290 0.4398 0.0719 0.9863 0.7475 0.0419 0.7447 0.9340 0.4361 0.9999 0.0696 0.9343 0.0430 0.2361 0.9535 0.5984 0.0503 0.0397 0.1098
0.4645 0.5562 0.4047 0.3966 0.9165 0.8659 0.5165 0.6582 0.7551 0.0222 0.3399 0.9687 0.2168 0.2005 0.3328 0.8865 0.7715 0.5068 0.5669 0.0689 0.0342 0.2124 0.2693 0.3011 0.5316 0.2144 0.7236 0.3604 0.6581 0.2706 0.9725 0.5231 0.4371 0.2373 0.9250 0.3037
0.8443 0.8583 0.5902 0.7292 0.1354 0.0991 0.6114 0.4809 0.7544 0.8899 0.6512 0.7210 0.6066 0.6414 0.7380 0.8260 0.8636 0.6671 0.9146 0.9432 0.8517 0.1776 0.7669 0.5443 0.3639 0.7087 0.7166 0.5817 0.0714 0.1235 0.9607 0.5987 0.7059 0.8263 0.1626 0.4118
0.7782 0.7905 0.8434 0.6828 0.3031 0.8574 0.1396 0.3613 0.5088 0.6549 0.3844 0.4016 0.6683 0.3380 0.3874 0.1610 0.8645 0.4409 0.6903 0.3374 0.1100 0.3127 0.6083 0.0033 0.9681 0.0125 0.4659 0.2150 0.5323 0.7170 0.9316 0.9942 0.8788 0.3584 0.8161 0.1634
0.6398 0.7180 0.6594 0.0515 0.6514 0.8604 0.3430 0.7641 0.3358 0.4669 0.6480 0.2859 0.5127 0.1813 0.7061 0.4486 0.2896 0.4174 0.9440 0.9259 0.6143 0.7920 0.7552 0.6313 0.0465 0.2512 0.0497 0.3441 0.8857 0.8532 0.6043 0.7266 0.4700 0.9023 0.0934 0.2730
0.4460 0.6316 0.6164 0.7284 0.5254 0.3636 0.7272 0.9204 0.1763 0.4554 0.2868 0.5895 0.0798 0.7736 0.8328 0.3453 0.4342 0.3292 0.2997 0.9264 0.5956 0.4940 0.2866 0.7468 0.6181 0.2441 0.6686 0.7237 0.4142 0.1887 0.6184 0.4830 0.4862 0.2631 0.4904 0.4112
0.8240 0.1206 0.0066 0.5452 0.1184 0.0078 0.6718 0.4551 0.7005 0.8219 0.8904 0.0655 0.2695 0.6415 0.1004 0.6064 0.3190 0.8842 0.2397 0.8239 0.9116 0.6199 0.2036 0.7119 0.7199 0.3429 0.5436 0.9394 0.0360 0.1110 0.2774 0.9676 0.8504 0.4006 0.4071 0.8494
0.6200 0.1149 0.6553 0.5823 0.9393 0.8117 0.8117 0.5232 0.2144 0.0029 0.5399 0.7476 0.8164 0.4244 0.7569 0.8118 0.7313 0.9817 0.4614 0.3241 0.4127 0.3122 0.2030 0.4110 0.0306 0.2234 0.5322 0.8376 0.0223 0.9957 0.2637 0.4127 0.8315 0.7939 0.2095 0.9307
