0.3162 0.7391 0.4271 0.1960 0.4603 0.8388 0.2687 0.2231 0.5069 0.6316 0.9369 0.2407 0.8012 0.5443 0.3202 0.5304 0.6501 0.5833 0.8034 0.9362 0.4847 0.0537 0.0492 0.2273 0.2863 0.8923 0.4487 0.5527 0.6248
0.5408 0.4751 0.4432 0.2851 0.7778 0.6623 0.1892 0.6652 0.7936 0.4776 0.4138 0.4381 0.4500 0.4912 0.3547 0.1069 0.6889 0.8052 0.0806 0.0934 0.9210 0.6606 0.8232 0.6391 0.4628 0.0810 0.3400 0.6531 0.0375
0.0972 0.3793 0.4070 0.6240 0.7135 0.3168 0.8781 0.1959 0.3992 0.0936 0.4756 0.8716 0.2831 0.1449 0.1343 0.7336 0.2878 0.6706 0.5850 0.6245 0.2585 0.0551 0.8413 0.3856 0.9548 0.4986 0.2550 0.1308 0.8744
0.7217 0.8185 0.3189 0.5371 0.0392 0.2952 0.9797 0.8806 0.4665 0.9962 0.9552 0.0878 0.4635 0.2287 0.6303 0.2277 0.5806 0.2235 0.4919 0.2486 0.6082 0.0213 0.1379 0.0672 0.4206 0.8152 0.3690 0.4636 0.8016
0.7469 0.9586 0.5087 0.8498 0.4365 0.3592 0.8065 0.8038 0.7831 0.3361 0.7871 0.0105 0.4496 0.0108 0.9116 0.6343 0.8563 0.3530 0.8540 0.4468 0.6004 0.0155 0.2066 0.7930 0.2382 0.8221 0.3689 0.8017 0.4064
0.7011 0.8680 0.8687 0.8106 0.4811 0.7271 0.2926 0.8394 0.8298 0.1409 0.4757 0.2210 0.9029 0.1425 0.9981 0.4922 0.3410 0.5383 0.3165 0.6497 0.7942 0.0841 0.7532 0.5516 0.1441 0.6835 0.9953 0.1121 0.6344
0.8554 0.5009 0.3663 0.4800 0.9957 0.7910 0.8664 0.0908 0.8920 0.4842 0.1890 0.2127 0.3943 0.1815 0.4782 0.8152 0.5607 0.1999 0.6977 0.8084 0.0957 0.6689 0.1637 0.6690 0.0630 0.3631 0.2932 0.2997 0.9115
0.3200 0.7932 0.4986 0.4860 0.5785 0.3097 0.2371 0.4835 0.9527 0.6976 0.0732 0.2436 0.6800 0.6044 0.5606 0.4848 0.7838 0.9543 0.6495 0.8611 0.1849 0.5457 0.2550 0.0302 0.2300 0.4706 0.1416 0.0819 0.1581
0.3386 0.1724 0.4232 0.5330 0.2132 0.1084 0.3910 0.6489 0.3694 0.5384 0.8956 0.7603 0.0871 0.7298 0.6833 0.0963 0.7821 0.7798 0.9338 0.4553 0.7215 0.9281 0.3967 0.2952 0.8453 0.2536 0.7328 0.0993 0.8187
0.9796 0.9617 0.9123 0.1240 0.3918 0.9275 0.0091 0.1593 0.9147 0.7193 0.0886 0.7173 0.2480 0.0851 0.0387 0.9637 0.2279 0.4095 0.3086 0.3903 0.6928 0.7829 0.2200 0.1084 0.3583 0.3815 0.5916 0.5659 0.5775
0.9480 0.5912 0.6525 0.7667 0.5253 0.9699 0.9186 0.1880 0.4221 0.4374 0.8859 0.1701 0.6448 0.8259 0.6245 0.1171 0.4189 0.0513 0.4687 0.7047 0.3864 0.4449 0.1469 0.3596 0.1328 0.7839 0.8034 0.6950 0.3808
0.1277 0.1209 0.2606 0.5130 0.9838 0.4550 0.4771 0.1966 0.1484 0.0344 0.4078 0.3705 0.4439 0.0409 0.6939 0.1658 0.6344 0.0167 0.5210 0.9247 0.2644 0.1721 0.3769 0.7722 0.8340 0.5475 0.5603 0.1534 0.2087
0.7348 0.6315 0.5845 0.6110 0.3283 0.0661 0.5246 0.4119 0.4973 0.1205 0.1405 0.5937 0.7821 0.0255 0.2631 0.7500 0.8193 0.3657 0.9920 0.2261 0.6718 0.6311 0.5268 0.6369 0.7324 0.7973 0.0322 0.2507 0.0569
0.8900 0.0923 0.1076 0.4055 0.3937 0.2263 0.7100 0.0193 0.5252 0.5243 0.9511 0.4276 0.7918 0.9133 0.5078 0.1928 0.4888 0.4252 0.1925 0.3933 0.4974 0.4597 0.1691 0.9065 0.2732 0.9862 0.6175 0.4442 0.0680
0.2128 0.4064 0.7674 0.1365 0.7917 0.0225 0.6226 0.5988 0.7947 0.7436 0.8550 0.8896 0.7018 0.8286 0.1392 0.5487 0.3771 0.0971 0.9996 0.6235 0.9941 0.6325 0.9442 0.0290 0.5750 0.7360 0.7716 0.3112 0.7822
0.9233 0.3785 0.5477 0.1153 0.0848 0.9774 0.8963 0.6083 0.4601 0.0574 0.1109 0.6164 0.5272 0.0657 0.1946 0.4751 0.7501 0.0915 0.3040 0.7129 0.4959 0.5932 0.6308 0.4359 0.2067 0.8315 0.8535 0.4406 0.7566
0.9966 0.1722 0.0668 0.9921 0.7503 0.5834 0.3665 0.4022 0.8876 0.5191 0.2390 0.2144 0.8568 0.5839 0.1611 0.2007 0.5367 0.3345 0.0722 0.4457 0.4059 0.1555 0.4669 0.6426 0.1685 0.2050 0.5459 0.6924 0.2054
0.2549 0.7196 0.9384 0.7906 0.3450 0.9454 0.9335 0.2249 0.9958 0.0598 0.6458 0.0745 0.3478 0.4797 0.6059 0.9336 0.7305 0.7514 0.5116 0.5027 0.3739 0.2820 0.3919 0.5352 0.9719 0.0146 0.8513 0.0265 0.7081
0.6648 0.3591 0.1591 0.5854 0.7394 0.4822 0.7275 0.4676 0.1663 0.1811 0.0175 0.3896 0.3806 0.5426 0.8130 0.7561 0.3695 0.8546 0.2888 0.8249 0.8332 0.5527 0.8091 0.0659 0.1283 0.8091 0.1835 0.1826 0.1609
0.6019 0.8242 0.0410 0.6236 0.0128 0.1518 0.4533 0.6256 0.0695 0.1574 0.1886 0.2044 0.8466 0.0121 0.0737 0.9073 0.7144 0.1971 0.6176 0.4498 0.9001 0.1143 0.7241 0.6756 0.4383 0.9431 0.7533 0.3577 0.5687
0.0825 0.8078 0.5646 0.3158 0.3059 0.6668 0.1959 0.8577 0.8640 0.3068 0.1463 0.4442 0.3472 0.9364 0.2823 0.4622 0.8409 0.1279 0.6145 0.4128 0.5189 0.7405 0.9179 0.5958 0.3018 0.5418 0.9944 0.8525 0.7841
0.7587 0.0571 0.5915 0.7879 0.4427 0.3794 0.0487 0.7623 0.6674 0.6757 0.9222 0.5920 0.6587 0.8612 0.8920 0.7610 0.2402 0.8203 0.2963 0.6461 0.1683 0.3779 0.0210 0.1573 0.2086 0.6470 0.9327 0.7616 0.3546
0.0665 0.8932 0.4187 0.2579 0.9786 0.8894 0.6163 0.4248 0.9566 0.9695 0.2558 0.8044 0.0332 0.7753 0.0002 0.3343 0.6604 0.5170 0.7105 0.6675 0.6876 0.5711 0.9443 0.7610 0.2093 0.0086 0.6828 0.2048 0.2112
0.8957 0.5811 0.8623 0.1829 0.1111 0.1043 0.5512 0.0411 0.5506 0.7267 0.7473 0.9532 0.8333 0.9761 0.4970 0.5638 0.5984 0.1484 0.0973 0.0423 0.1119 0.8112 0.9963 0.0652 0.5637 0.3681 0.2517 0.1144 0.6141
0.4861 0.5444 0.3219 0.5939 0.6514 0.3747 0.4188 0.6609 0.7637 0.6473 0.6177 0.8847 0.2984 0.5349 0.3956 0.5197 0.5605 0.4349 0.0158 0.2430 0.3126 0.3569 0.5655 0.0618 0.2592 0.5453 0.7776 0.6397 0.9062
0.6203 0.4533 0.2367 0.7460 0.0972 0.6443 0.0023 0.1309 0.6298 0.6808 0.3914 0.9986 0.1482 0.7497 0.4095 0.7462 0.2803 0.0421 0.4344 0.0973 0.0029 0.9149 0.3238 0.1175 0.4877 0.7199 0.2811 0.1719 0.8400
0.7773 0.6772 0.9695 0.3946 0.2807 0.0691 0.1372 0.1226 0.2601 0.0310 0.4190 0.7865 0.9157 0.2822 0.5425 0.2426 0.6196 0.6651 0.6701 0.3874 0.5977 0.1113 0.0706 0.4772 0.5780 0.7754 0.9713 0.8724 0.9986
0.2790 0.3516 0.1910 0.4760 0.8504 0.6068 0.2738 0.7588 0.8236 0.9316 0.8104 0.5049 0.2492 0.4176 0.4242 0.5695 0.5092 0.3027 0.2583 0.2597 0.3285 0.7568 0.2925 0.2836 0.2510 0.8791 0.0621 0.6009 0.3631
0.1412 0.7991 0.1713 0.9766 0.2806 0.9452 0.5552 0.3268 0.2562 0.2562 0.3732 0.8743 0.5735 0.5911 0.2819 0.4757 0.0309 0.0440 0.2763 0.1862 0.0077 0.2535 0.6612 0.5964 0.2355 0.8317 0.0948 0.2159 0.2005
0.1746 0.4487 0.8909 0.7305 0.8844 0.3802 0.5971 0.8523 0.7987 0.2760 0.1814 0.3333 0.3706 0.6135 0.0250 0.0087 0.7254 0.1943 0.0812 0.1975 0.3816 0.5695 0.6837 0.5402 0.4517 0.2799 0.4787 0.2941 0.9358
0.1182 0.7767 0.3776 0.1434 0.9937 0.8725 0.7905 0.4172 0.7207 0.5134 0.9211 0.6963 0.0180 0.8578 0.4992 0.2888 0.3110 0.1701 0.3346 0.3578 0.4961 0.9251 0.9032 0.0835 0.3435 0.2481 0.1914 0.0166 0.9174
0.0953 0.0567 0.2500 0.7012 0.6761 0.0544 0.4184 0.4024 0.7353 0.5580 0.7593 0.8157 0.1951 0.2477 0.4662 0.5130 0.5152 0.9282 0.9821 0.7301 0.5520 0.7338 0.0734 0.7921 0.9495 0.1124 0.3177 0.8565 0.4115
0.0302 0.4579 0.3181 0.7366 0.9707 0.4705 0.5351 0.0866 0.2907 0.6080 0.0884 0.9705 0.5559 0.8763 0.9187 0.7151 0.8224 0.8218 0.4546 0.5511 0.9516 0.1308 0.3422 0.9573 0.0619 0.6079 0.6604 0.7526 0.3568
0.4702 0.6019 0.6343 0.4294 0.4697 0.1306 0.5913 0.2208 0.0810 0.4208 0.4417 0.9071 0.1571 0.2513 0.6897 0.8545 0.7260 0.1200 0.5774 0.5929 0.2680 0.4679 0.1436 0.4479 0.9905 0.4419 0.7989 0.2816 0.4407
0.1981 0.0446 0.2602 0.5744 0.0699 0.4556 0.6232 0.8058 0.2147 0.9557 0.0914 0.8966 0.3861 0.0612 0.2695 0.0916 0.8718 0.3776 0.1747 0.9572 0.1679 0.0297 0.4494 0.0839 0.2646 0.0017 0.6921 0.0446 0.4329
0.8890 0.3434 0.3096 0.0275 0.8299 0.1803 0.3583 0.6659 0.3518 0.7100 0.6183 0.8585 0.5728 0.9409 0.5846 0.7085 0.8774 0.0206 0.1845 0.2092 0.7029 0.4977 0.4006 0.3748 0.4739 0.5766 0.8474 0.8474 0.5704
0.3096 0.8299 0.2840 0.8215 0.0820 0.3767 0.0578 0.5962 0.1391 0.6168 0.2851 0.7765 0.6987 0.1385 0.6625 0.2505 0.1402 0.9565 0.9608 0.1940 0.4333 0.7486 0.6348 0.3462 0.7229 0.5531 0.3295 0.5716 0.0711
